Sample Name,Dilution Factor,Analyte,Mass,Concentration,Units
20-046622-0051,50,Mn,55,1.309761,ppb
20-046622-0051,50,Fe,56,1.310032,ppm
20-046622-0051,50,Co,59,0.342673,ppb
20-046622-0051,50,Cu,65,0.818776,ppm
20-046622-0051,50,Zn,66,0.844235,ppm
20-046622-0051,50,Se,78,0.070189,ppm
20-046622-0051,50,Mo,95,7.883062,ppb
20-046622-0051,50,Pb,208,-0.000525,ppm
20-046622-0052,50,Mn,55,1.308398,ppb
20-046622-0052,50,Fe,56,1.035978,ppm
20-046622-0052,50,Co,59,0.401450,ppb
20-046622-0052,50,Cu,65,0.913635,ppm
20-046622-0052,50,Zn,66,0.422173,ppm
20-046622-0052,50,Se,78,0.071098,ppm
20-046622-0052,50,Mo,95,15.010023,ppb
20-046622-0052,50,Pb,208,-0.000487,ppm
20-046622-0053,50,Mn,55,1.592666,ppb
20-046622-0053,50,Fe,56,1.282229,ppm
20-046622-0053,50,Co,59,0.272972,ppb
20-046622-0053,50,Cu,65,0.868231,ppm
20-046622-0053,50,Zn,66,0.603104,ppm
20-046622-0053,50,Se,78,0.081241,ppm
20-046622-0053,50,Mo,95,111.804038,ppb
20-046622-0053,50,Pb,208,-0.000517,ppm
20-046622-0054,50,Mn,55,1.875392,ppb
20-046622-0054,50,Fe,56,1.822239,ppm
20-046622-0054,50,Co,59,0.335918,ppb
20-046622-0054,50,Cu,65,1.191814,ppm
20-046622-0054,50,Zn,66,0.800407,ppm
20-046622-0054,50,Se,78,0.105878,ppm
20-046622-0054,50,Mo,95,139.016519,ppb
20-046622-0054,50,Pb,208,-0.000475,ppm
20-046622-0055,50,Mn,55,1.983284,ppb
20-046622-0055,50,Fe,56,1.448127,ppm
20-046622-0055,50,Co,59,0.328790,ppb
20-046622-0055,50,Cu,65,1.066334,ppm
20-046622-0055,50,Zn,66,0.849494,ppm
20-046622-0055,50,Se,78,0.103482,ppm
20-046622-0055,50,Mo,95,137.366558,ppb
20-046622-0055,50,Pb,208,-0.000510,ppm
20-046622-0056,50,Mn,55,1.838948,ppb
20-046622-0056,50,Fe,56,1.786542,ppm
20-046622-0056,50,Co,59,0.549401,ppb
20-046622-0056,50,Cu,65,1.099137,ppm
20-046622-0056,50,Zn,66,0.786487,ppm
20-046622-0056,50,Se,78,0.094023,ppm
20-046622-0056,50,Mo,95,155.946922,ppb
20-046622-0056,50,Pb,208,-0.000504,ppm
20-046622-0057,50,Mn,55,1.819986,ppb
20-046622-0057,50,Fe,56,3.042830,ppm
20-046622-0057,50,Co,59,0.416222,ppb
20-046622-0057,50,Cu,65,0.887773,ppm
20-046622-0057,50,Zn,66,0.680937,ppm
20-046622-0057,50,Se,78,0.068804,ppm
20-046622-0057,50,Mo,95,24.981245,ppb
20-046622-0057,50,Pb,208,-0.000496,ppm
20-046622-0058,50,Mn,55,1.663491,ppb
20-046622-0058,50,Fe,56,2.509386,ppm
20-046622-0058,50,Co,59,0.557834,ppb
20-046622-0058,50,Cu,65,0.822253,ppm
20-046622-0058,50,Zn,66,0.964190,ppm
20-046622-0058,50,Se,78,0.065737,ppm
20-046622-0058,50,Mo,95,6.453112,ppb
20-046622-0058,50,Pb,208,-0.000515,ppm
20-046622-0059,50,Mn,55,1.675838,ppb
20-046622-0059,50,Fe,56,2.630738,ppm
20-046622-0059,50,Co,59,0.578981,ppb
20-046622-0059,50,Cu,65,0.753408,ppm
20-046622-0059,50,Zn,66,0.902049,ppm
20-046622-0059,50,Se,78,0.068952,ppm
20-046622-0059,50,Mo,95,5.234499,ppb
20-046622-0059,50,Pb,208,-0.000529,ppm
20-046622-0060,50,Mn,55,1.566869,ppb
20-046622-0060,50,Fe,56,1.687936,ppm
20-046622-0060,50,Co,59,0.556090,ppb
20-046622-0060,50,Cu,65,0.789941,ppm
20-046622-0060,50,Zn,66,0.700666,ppm
20-046622-0060,50,Se,78,0.076399,ppm
20-046622-0060,50,Mo,95,6.452013,ppb
20-046622-0060,50,Pb,208,-0.000537,ppm
20-046622-0061,50,Mn,55,1.802545,ppb
20-046622-0061,50,Fe,56,1.910762,ppm
20-046622-0061,50,Co,59,0.338568,ppb
20-046622-0061,50,Cu,65,1.063572,ppm
20-046622-0061,50,Zn,66,0.997752,ppm
20-046622-0061,50,Se,78,0.087006,ppm
20-046622-0061,50,Mo,95,168.376911,ppb
20-046622-0061,50,Pb,208,-0.000485,ppm
20-046622-0062,50,Mn,55,2.083650,ppb
20-046622-0062,50,Fe,56,2.548284,ppm
20-046622-0062,50,Co,59,0.366498,ppb
20-046622-0062,50,Cu,65,0.993853,ppm
20-046622-0062,50,Zn,66,1.124212,ppm
20-046622-0062,50,Se,78,0.093498,ppm
20-046622-0062,50,Mo,95,197.532771,ppb
20-046622-0062,50,Pb,208,-0.000446,ppm
20-046622-0063,50,Mn,55,2.740694,ppb
20-046622-0063,50,Fe,56,2.290357,ppm
20-046622-0063,50,Co,59,0.376193,ppb
20-046622-0063,50,Cu,65,1.021615,ppm
20-046622-0063,50,Zn,66,1.018956,ppm
20-046622-0063,50,Se,78,0.102312,ppm
20-046622-0063,50,Mo,95,199.116363,ppb
20-046622-0063,50,Pb,208,-0.000361,ppm
rinse,50,Mn,55,0.251276,ppb
rinse,50,Fe,56,0.009462,ppm
rinse,50,Co,59,0.032245,ppb
rinse,50,Cu,65,-0.001219,ppm
rinse,50,Zn,66,0.006366,ppm
rinse,50,Se,78,-0.000846,ppm
rinse,50,Mo,95,0.199421,ppb
rinse,50,Pb,208,-0.000554,ppm
rinse,50,Mn,55,0.248734,ppb
rinse,50,Fe,56,0.003287,ppm
rinse,50,Co,59,0.033552,ppb
rinse,50,Cu,65,-0.001090,ppm
rinse,50,Zn,66,0.006486,ppm
rinse,50,Se,78,-0.000301,ppm
rinse,50,Mo,95,0.169955,ppb
rinse,50,Pb,208,-0.000536,ppm
rinse,50,Mn,55,0.244625,ppb
rinse,50,Fe,56,0.001184,ppm
rinse,50,Co,59,0.050133,ppb
rinse,50,Cu,65,-0.001082,ppm
rinse,50,Zn,66,0.006445,ppm
rinse,50,Se,78,-0.000402,ppm
rinse,50,Mo,95,0.097466,ppb
rinse,50,Pb,208,-0.000537,ppm
5/50 ppb,1,Mn,55,4.842747,ppb
5/50 ppb,1,Fe,56,0.049480,ppm
5/50 ppb,1,Co,59,4.715816,ppb
5/50 ppb,1,Cu,65,0.050181,ppm
5/50 ppb,1,Zn,66,0.049437,ppm
5/50 ppb,1,Se,78,0.004811,ppm
5/50 ppb,1,Mo,95,5.057767,ppb
5/50 ppb,1,Pb,208,0.004605,ppm
magic rinse,50,Mn,55,0.853008,ppb
magic rinse,50,Fe,56,0.079345,ppm
magic rinse,50,Co,59,0.185580,ppb
magic rinse,50,Cu,65,-0.000398,ppm
magic rinse,50,Zn,66,0.011761,ppm
magic rinse,50,Se,78,-0.000191,ppm
magic rinse,50,Mo,95,1.042119,ppb
magic rinse,50,Pb,208,-0.000423,ppm
rinse,50,Mn,55,0.275066,ppb
rinse,50,Fe,56,-0.005411,ppm
rinse,50,Co,59,0.042330,ppb
rinse,50,Cu,65,-0.001099,ppm
rinse,50,Zn,66,0.006483,ppm
rinse,50,Se,78,0.000143,ppm
rinse,50,Mo,95,0.099185,ppb
rinse,50,Pb,208,-0.000536,ppm
rinse,50,Mn,55,0.271801,ppb
rinse,50,Fe,56,-0.006792,ppm
rinse,50,Co,59,0.037171,ppb
rinse,50,Cu,65,-0.001050,ppm
rinse,50,Zn,66,0.006702,ppm
rinse,50,Se,78,-0.000319,ppm
rinse,50,Mo,95,0.075708,ppb
rinse,50,Pb,208,-0.000549,ppm
Serum Blank,50,Mn,55,0.344403,ppb
Serum Blank,50,Fe,56,-0.007799,ppm
Serum Blank,50,Co,59,0.047834,ppb
Serum Blank,50,Cu,65,-0.001175,ppm
Serum Blank,50,Zn,66,0.007645,ppm
Serum Blank,50,Se,78,-0.000149,ppm
Serum Blank,50,Mo,95,0.071831,ppb
Serum Blank,50,Pb,208,-0.000538,ppm
QM-S Q1807,50,Mn,55,2.667021,ppb
QM-S Q1807,50,Fe,56,0.799524,ppm
QM-S Q1807,50,Co,59,3.863657,ppb
QM-S Q1807,50,Cu,65,1.132382,ppm
QM-S Q1807,50,Zn,66,1.041661,ppm
QM-S Q1807,50,Se,78,0.133562,ppm
QM-S Q1807,50,Mo,95,1.332232,ppb
QM-S Q1807,50,Pb,208,0.134364,ppm
20-046622-0064,50,Mn,55,2.055134,ppb
20-046622-0064,50,Fe,56,2.303155,ppm
20-046622-0064,50,Co,59,0.370358,ppb
20-046622-0064,50,Cu,65,0.896410,ppm
20-046622-0064,50,Zn,66,1.094256,ppm
20-046622-0064,50,Se,78,0.094090,ppm
20-046622-0064,50,Mo,95,221.146286,ppb
20-046622-0064,50,Pb,208,-0.000496,ppm
20-046622-0064 DUP,50,Mn,55,2.056225,ppb
20-046622-0064 DUP,50,Fe,56,2.353131,ppm
20-046622-0064 DUP,50,Co,59,0.314830,ppb
20-046622-0064 DUP,50,Cu,65,0.877009,ppm
20-046622-0064 DUP,50,Zn,66,1.094211,ppm
20-046622-0064 DUP,50,Se,78,0.097224,ppm
20-046622-0064 DUP,50,Mo,95,221.726388,ppb
20-046622-0064 DUP,50,Pb,208,-0.000489,ppm
20-046622-0065,50,Mn,55,1.695630,ppb
20-046622-0065,50,Fe,56,2.207008,ppm
20-046622-0065,50,Co,59,0.378503,ppb
20-046622-0065,50,Cu,65,0.725849,ppm
20-046622-0065,50,Zn,66,0.909633,ppm
20-046622-0065,50,Se,78,0.068596,ppm
20-046622-0065,50,Mo,95,24.334795,ppb
20-046622-0065,50,Pb,208,-0.000504,ppm
20-046622-0066,50,Mn,55,1.836741,ppb
20-046622-0066,50,Fe,56,2.025656,ppm
20-046622-0066,50,Co,59,0.477830,ppb
20-046622-0066,50,Cu,65,0.840443,ppm
20-046622-0066,50,Zn,66,0.999584,ppm
20-046622-0066,50,Se,78,0.077815,ppm
20-046622-0066,50,Mo,95,7.518218,ppb
20-046622-0066,50,Pb,208,-0.000495,ppm
20-046622-0067,50,Mn,55,2.011119,ppb
20-046622-0067,50,Fe,56,5.545201,ppm
20-046622-0067,50,Co,59,0.551516,ppb
20-046622-0067,50,Cu,65,0.640321,ppm
20-046622-0067,50,Zn,66,1.009744,ppm
20-046622-0067,50,Se,78,0.076354,ppm
20-046622-0067,50,Mo,95,9.075543,ppb
20-046622-0067,50,Pb,208,-0.000482,ppm
20-046622-0068,50,Mn,55,1.627146,ppb
20-046622-0068,50,Fe,56,1.791453,ppm
20-046622-0068,50,Co,59,0.416586,ppb
20-046622-0068,50,Cu,65,0.722358,ppm
20-046622-0068,50,Zn,66,0.667344,ppm
20-046622-0068,50,Se,78,0.073411,ppm
20-046622-0068,50,Mo,95,24.605668,ppb
20-046622-0068,50,Pb,208,-0.000507,ppm
20-046622-0069,50,Mn,55,1.813580,ppb
20-046622-0069,50,Fe,56,2.234129,ppm
20-046622-0069,50,Co,59,0.311623,ppb
20-046622-0069,50,Cu,65,0.893081,ppm
20-046622-0069,50,Zn,66,0.677472,ppm
20-046622-0069,50,Se,78,0.092585,ppm
20-046622-0069,50,Mo,95,157.714753,ppb
20-046622-0069,50,Pb,208,-0.000462,ppm
20-046622-0070,50,Mn,55,1.801847,ppb
20-046622-0070,50,Fe,56,2.063780,ppm
20-046622-0070,50,Co,59,0.300231,ppb
20-046622-0070,50,Cu,65,0.795880,ppm
20-046622-0070,50,Zn,66,0.813476,ppm
20-046622-0070,50,Se,78,0.103836,ppm
20-046622-0070,50,Mo,95,286.785241,ppb
20-046622-0070,50,Pb,208,-0.000445,ppm
20-046622-0071,50,Mn,55,1.988594,ppb
20-046622-0071,50,Fe,56,1.615851,ppm
20-046622-0071,50,Co,59,0.256224,ppb
20-046622-0071,50,Cu,65,1.295989,ppm
20-046622-0071,50,Zn,66,0.927478,ppm
20-046622-0071,50,Se,78,0.112228,ppm
20-046622-0071,50,Mo,95,155.943358,ppb
20-046622-0071,50,Pb,208,-0.000504,ppm
20-046622-0072,50,Mn,55,2.089718,ppb
20-046622-0072,50,Fe,56,1.998052,ppm
20-046622-0072,50,Co,59,0.315496,ppb
20-046622-0072,50,Cu,65,0.877221,ppm
20-046622-0072,50,Zn,66,0.935476,ppm
20-046622-0072,50,Se,78,0.101638,ppm
20-046622-0072,50,Mo,95,362.338127,ppb
20-046622-0072,50,Pb,208,-0.000510,ppm
20-046622-0073,50,Mn,55,1.864282,ppb
20-046622-0073,50,Fe,56,2.154698,ppm
20-046622-0073,50,Co,59,0.311887,ppb
20-046622-0073,50,Cu,65,0.974760,ppm
20-046622-0073,50,Zn,66,0.848863,ppm
20-046622-0073,50,Se,78,0.074018,ppm
20-046622-0073,50,Mo,95,19.032811,ppb
20-046622-0073,50,Pb,208,-0.000531,ppm
20-046622-0074,50,Mn,55,1.787553,ppb
20-046622-0074,50,Fe,56,2.247145,ppm
20-046622-0074,50,Co,59,0.334296,ppb
20-046622-0074,50,Cu,65,0.861369,ppm
20-046622-0074,50,Zn,66,0.827106,ppm
20-046622-0074,50,Se,78,0.066152,ppm
20-046622-0074,50,Mo,95,7.000277,ppb
20-046622-0074,50,Pb,208,-0.000533,ppm
20-046622-0075,50,Mn,55,1.531652,ppb
20-046622-0075,50,Fe,56,1.867435,ppm
20-046622-0075,50,Co,59,0.328743,ppb
20-046622-0075,50,Cu,65,0.868358,ppm
20-046622-0075,50,Zn,66,0.677403,ppm
20-046622-0075,50,Se,78,0.064954,ppm
20-046622-0075,50,Mo,95,6.484502,ppb
20-046622-0075,50,Pb,208,-0.000507,ppm
20-046622-0076,50,Mn,55,1.576013,ppb
20-046622-0076,50,Fe,56,0.941023,ppm
20-046622-0076,50,Co,59,0.263150,ppb
20-046622-0076,50,Cu,65,1.142008,ppm
20-046622-0076,50,Zn,66,0.559129,ppm
20-046622-0076,50,Se,78,0.066054,ppm
20-046622-0076,50,Mo,95,6.110480,ppb
20-046622-0076,50,Pb,208,-0.000462,ppm
20-046622-0077,50,Mn,55,1.550669,ppb
20-046622-0077,50,Fe,56,1.729232,ppm
20-046622-0077,50,Co,59,0.312728,ppb
20-046622-0077,50,Cu,65,1.378755,ppm
20-046622-0077,50,Zn,66,0.794219,ppm
20-046622-0077,50,Se,78,0.087490,ppm
20-046622-0077,50,Mo,95,86.489947,ppb
20-046622-0077,50,Pb,208,-0.000500,ppm
20-046622-0078,50,Mn,55,1.749045,ppb
20-046622-0078,50,Fe,56,1.267566,ppm
20-046622-0078,50,Co,59,0.259727,ppb
20-046622-0078,50,Cu,65,1.139695,ppm
20-046622-0078,50,Zn,66,0.671858,ppm
20-046622-0078,50,Se,78,0.088603,ppm
20-046622-0078,50,Mo,95,221.011860,ppb
20-046622-0078,50,Pb,208,-0.000487,ppm
20-046622-0079,50,Mn,55,1.839465,ppb
20-046622-0079,50,Fe,56,1.468335,ppm
20-046622-0079,50,Co,59,0.602247,ppb
20-046622-0079,50,Cu,65,0.957893,ppm
20-046622-0079,50,Zn,66,0.722841,ppm
20-046622-0079,50,Se,78,0.107824,ppm
20-046622-0079,50,Mo,95,447.484003,ppb
20-046622-0079,50,Pb,208,-0.000418,ppm
20-046622-0080,50,Mn,55,1.719600,ppb
20-046622-0080,50,Fe,56,2.008353,ppm
20-046622-0080,50,Co,59,0.385244,ppb
20-046622-0080,50,Cu,65,1.078707,ppm
20-046622-0080,50,Zn,66,0.757045,ppm
20-046622-0080,50,Se,78,0.104486,ppm
20-046622-0080,50,Mo,95,566.781408,ppb
20-046622-0080,50,Pb,208,-0.000478,ppm
20-046622-0081,50,Mn,55,2.269318,ppb
20-046622-0081,50,Fe,56,1.707210,ppm
20-046622-0081,50,Co,59,0.507338,ppb
20-046622-0081,50,Cu,65,0.890815,ppm
20-046622-0081,50,Zn,66,0.837291,ppm
20-046622-0081,50,Se,78,0.099084,ppm
20-046622-0081,50,Mo,95,248.746186,ppb
20-046622-0081,50,Pb,208,-0.000438,ppm
rinse,50,Mn,55,0.264214,ppb
rinse,50,Fe,56,-0.002580,ppm
rinse,50,Co,59,0.038626,ppb
rinse,50,Cu,65,-0.001232,ppm
rinse,50,Zn,66,0.006342,ppm
rinse,50,Se,78,0.000135,ppm
rinse,50,Mo,95,0.260511,ppb
rinse,50,Pb,208,-0.000557,ppm
rinse,50,Mn,55,0.238808,ppb
rinse,50,Fe,56,-0.004993,ppm
rinse,50,Co,59,0.044489,ppb
rinse,50,Cu,65,-0.000982,ppm
rinse,50,Zn,66,0.006519,ppm
rinse,50,Se,78,-0.000285,ppm
rinse,50,Mo,95,0.174685,ppb
rinse,50,Pb,208,-0.000557,ppm
rinse,50,Mn,55,0.245218,ppb
rinse,50,Fe,56,-0.005250,ppm
rinse,50,Co,59,0.037276,ppb
rinse,50,Cu,65,-0.001082,ppm
rinse,50,Zn,66,0.006479,ppm
rinse,50,Se,78,-0.000432,ppm
rinse,50,Mo,95,0.133544,ppb
rinse,50,Pb,208,-0.000551,ppm
5/50 ppb,1,Mn,55,4.922120,ppb
5/50 ppb,1,Fe,56,0.049168,ppm
5/50 ppb,1,Co,59,4.717479,ppb
5/50 ppb,1,Cu,65,0.050195,ppm
5/50 ppb,1,Zn,66,0.049748,ppm
5/50 ppb,1,Se,78,0.004809,ppm
5/50 ppb,1,Mo,95,4.977113,ppb
5/50 ppb,1,Pb,208,0.004613,ppm
magc rinse,50,Mn,55,0.851391,ppb
magc rinse,50,Fe,56,0.058563,ppm
magc rinse,50,Co,59,0.209047,ppb
magc rinse,50,Cu,65,-0.000375,ppm
magc rinse,50,Zn,66,0.011136,ppm
magc rinse,50,Se,78,0.001011,ppm
magc rinse,50,Mo,95,1.186984,ppb
magc rinse,50,Pb,208,-0.000427,ppm
rinse,50,Mn,55,0.296609,ppb
rinse,50,Fe,56,-0.007907,ppm
rinse,50,Co,59,0.032695,ppb
rinse,50,Cu,65,-0.001140,ppm
rinse,50,Zn,66,0.006719,ppm
rinse,50,Se,78,-0.000759,ppm
rinse,50,Mo,95,0.124316,ppb
rinse,50,Pb,208,-0.000538,ppm
rinse,50,Mn,55,0.277840,ppb
rinse,50,Fe,56,-0.008655,ppm
rinse,50,Co,59,0.044906,ppb
rinse,50,Cu,65,-0.001206,ppm
rinse,50,Zn,66,0.006598,ppm
rinse,50,Se,78,0.000180,ppm
rinse,50,Mo,95,0.129715,ppb
rinse,50,Pb,208,-0.000557,ppm
